,fecha,dia,mes,año,dia_semana,metro,EMT,conc_carretera,cercanias
509,2024-05-24,24,5,2024,5,2412371,1699173,1076538,646454
510,2024-05-25,25,5,2024,6,1650355,956786,526548,397512
511,2024-05-26,26,5,2024,7,1255965,676741,362977,314377
512,2024-05-27,27,5,2024,1,2207912,1625844,1016078,616895
513,2024-05-28,28,5,2024,2,2309454,1689321,1039783,635724
514,2024-05-29,29,5,2024,3,2415770,1703491,1047636,647507
515,2024-05-30,30,5,2024,4,2437302,1710719,1031146,638014
516,2024-05-31,31,5,2024,5,2438101,1706938,1055812,633081
517,2024-06-01,1,6,2024,6,1761673,988871,528879,403179
518,2024-06-02,2,6,2024,7,1384050,698378,379781,345142
519,2024-06-03,3,6,2024,1,2182582,1642125,997603,611251
520,2024-06-04,4,6,2024,2,2292745,1704261,1029751,630764
521,2024-06-05,5,6,2024,3,2329228,1711186,1032878,640965
522,2024-06-06,6,6,2024,4,2351028,1703852,1044076,626922
523,2024-06-07,7,6,2024,5,2327222,1665857,1051002,618050
524,2024-06-08,8,6,2024,6,1558565,898808,503485,366541
525,2024-06-09,9,6,2024,7,1229869,724371,388219,317494
526,2024-06-10,10,6,2024,1,2113050,1547249,948522,568147
527,2024-06-11,11,6,2024,2,2275110,1688580,1046630,622238
528,2024-06-12,12,6,2024,3,2317163,1670787,1033685,627585
529,2024-06-13,13,6,2024,4,2317870,1681419,1041646,625815
530,2024-06-14,14,6,2024,5,2342229,1656067,1036151,618176
531,2024-06-15,15,6,2024,6,1567858,958099,541595,400737
532,2024-06-16,16,6,2024,7,1258871,724831,397785,324807
533,2024-06-17,17,6,2024,1,2173786,1592974,998245,595864
534,2024-06-18,18,6,2024,2,2235446,1630904,1016335,610020
535,2024-06-19,19,6,2024,3,2274857,1641082,1036801,628321
536,2024-06-20,20,6,2024,4,2243591,1575272,994951,603525
537,2024-06-21,21,6,2024,5,2267206,1591032,1026909,601614
538,2024-06-22,22,6,2024,6,1502300,900508,528145,386685
539,2024-06-23,23,6,2024,7,1180236,692189,400009,315048
540,2024-06-24,24,6,2024,1,2050048,1477511,931324,579294
541,2024-06-25,25,6,2024,2,2141018,1521234,960413,600232
542,2024-06-26,26,6,2024,3,2148922,1499253,959115,600820
543,2024-06-27,27,6,2024,4,2179975,1509173,965772,595316
544,2024-06-28,28,6,2024,5,2142570,1440163,922308,576058
545,2024-06-29,29,6,2024,6,1486358,894834,512569,373317
546,2024-06-30,30,6,2024,7,1159308,684526,394113,309648
547,2024-07-01,1,7,2024,1,1986631,1400214,901309,563907
548,2024-07-02,2,7,2024,2,2059374,1449867,923255,583222
549,2024-07-03,3,7,2024,3,2127213,1459073,933291,580864
550,2024-07-04,4,7,2024,4,2111185,1412606,916223,568633
551,2024-07-05,5,7,2024,5,2026540,1321815,864089,531919
552,2024-07-06,6,7,2024,6,1514394,808946,502299,366196
553,2024-07-07,7,7,2024,7,1146703,653485,383002,292611
554,2024-07-08,8,7,2024,1,1902097,1315756,866333,539157
555,2024-07-09,9,7,2024,2,1987153,1345585,879059,553216
556,2024-07-10,10,7,2024,3,2012635,1350268,889547,561714
557,2024-07-11,11,7,2024,4,1993749,1339573,873753,557391
558,2024-07-12,12,7,2024,5,2005031,1286630,856077,540171
559,2024-07-13,13,7,2024,6,1394735,793733,489640,345446
560,2024-07-14,14,7,2024,7,1227264,623431,370979,278178
561,2024-07-15,15,7,2024,1,1915321,1217316,827517,536973
562,2024-07-16,16,7,2024,2,1950631,1290398,852095,544377
563,2024-07-17,17,7,2024,3,1912679,1277907,841615,520467
564,2024-07-18,18,7,2024,4,1848667,1235349,816626,510755
565,2024-07-19,19,7,2024,5,1804462,1181072,794926,492374
566,2024-07-20,20,7,2024,6,1277337,746478,455251,323090
567,2024-07-21,21,7,2024,7,1085511,592395,358281,272982
568,2024-07-22,22,7,2024,1,1812121,1200582,801015,500155
569,2024-07-23,23,7,2024,2,1853498,1216007,807732,498793
570,2024-07-24,24,7,2024,3,1785405,1196836,795687,489928
571,2024-07-25,25,7,2024,4,1074398,633235,418802,286484
572,2024-07-26,26,7,2024,5,1534700,1056155,697224,418549
573,2024-07-27,27,7,2024,6,1153982,695722,436334,299984
574,2024-07-28,28,7,2024,7,944877,555242,336637,254524
575,2024-07-29,29,7,2024,1,1616150,1111674,753996,460980
576,2024-07-30,30,7,2024,2,1689064,1156107,770249,470552
577,2024-07-31,31,7,2024,3,1690655,1155319,768835,470194
578,2024-08-01,1,8,2024,4,1574533,1047948,712445,448143
579,2024-08-02,2,8,2024,5,1519857,1020797,693401,436454
580,2024-08-03,3,8,2024,6,1086868,656754,428775,296625
581,2024-08-04,4,8,2024,7,884830,519491,328215,245062
582,2024-08-05,5,8,2024,1,1412041,973321,651041,398622
583,2024-08-06,6,8,2024,2,1437138,976122,649998,414446
584,2024-08-07,7,8,2024,3,1440562,970454,655240,420991
585,2024-08-08,8,8,2024,4,1401361,945987,635643,409549
586,2024-08-09,9,8,2024,5,1382418,925605,627217,401718
587,2024-08-10,10,8,2024,6,1017887,631604,392741,276461
588,2024-08-11,11,8,2024,7,847628,498159,312601,233535
589,2024-08-12,12,8,2024,1,1314123,915501,611642,393844
590,2024-08-13,13,8,2024,2,1338635,936447,623386,401977
591,2024-08-14,14,8,2024,3,1374332,944661,628331,396681
592,2024-08-15,15,8,2024,4,963481,560389,355616,265442
593,2024-08-16,16,8,2024,5,1227609,850324,558945,341212
594,2024-08-17,17,8,2024,6,1021556,611953,392161,274391
595,2024-08-18,18,8,2024,7,836523,490487,312440,232568
596,2024-08-19,19,8,2024,1,1301768,883774,618675,383776
597,2024-08-20,20,8,2024,2,1352807,910715,628196,399504
598,2024-08-21,21,8,2024,3,1387009,914998,637703,407518
599,2024-08-22,22,8,2024,4,1354436,905734,631456,397486
600,2024-08-23,23,8,2024,5,1359875,900564,631917,399255
601,2024-08-24,24,8,2024,6,1024412,609630,412840,283133
602,2024-08-25,25,8,2024,7,945092,503562,330927,252064
603,2024-08-26,26,8,2024,1,1417128,954127,668602,418872
604,2024-08-27,27,8,2024,2,1489023,1000458,693465,433612
605,2024-08-28,28,8,2024,3,1557350,1022357,704829,443706
606,2024-08-29,29,8,2024,4,1507911,991297,687434,433228
607,2024-08-30,30,8,2024,5,1595123,1037268,719657,455862
608,2024-08-31,31,8,2024,6,1199671,694836,461280,330055
609,2024-09-01,1,9,2024,7,1087664,585485,385247,279763
610,2024-09-02,2,9,2024,1,1808145,1300995,845316,502288
611,2024-09-03,3,9,2024,2,1933075,1328734,890822,535344
612,2024-09-04,4,9,2024,3,2026049,1354512,910218,537714
613,2024-09-05,5,9,2024,4,2037047,1354244,918311,545835
614,2024-09-06,6,9,2024,5,2047048,1349209,923961,549108
615,2024-09-07,7,9,2024,6,1470915,854740,543482,370951
616,2024-09-08,8,9,2024,7,1303973,593838,419036,319660
617,2024-09-09,9,9,2024,1,2123953,1543694,988372,586937
618,2024-09-10,10,9,2024,2,2265168,1652653,1093069,624721
619,2024-09-11,11,9,2024,3,2307650,1601675,1112060,640098
620,2024-09-12,12,9,2024,4,2308062,1625208,1091304,633746
621,2024-09-13,13,9,2024,5,2340223,1590084,1101856,622688
622,2024-09-14,14,9,2024,6,1514224,902208,559519,388599
623,2024-09-15,15,9,2024,7,1247839,686838,401577,312622
624,2024-09-16,16,9,2024,1,2253535,1625397,1104859,631872
625,2024-09-17,17,9,2024,2,2399362,1680523,1142492,657194
626,2024-09-18,18,9,2024,3,2388287,1697595,1154810,659128
627,2024-09-19,19,9,2024,4,2396401,1635098,1115171,639777
628,2024-09-20,20,9,2024,5,2420793,1664150,1151118,632676
629,2024-09-21,21,9,2024,6,1600301,940675,557802,390671
630,2024-09-22,22,9,2024,7,1230468,693901,394989,317737
631,2024-09-23,23,9,2024,1,2289921,1669436,1135593,643073
632,2024-09-24,24,9,2024,2,2413210,1716445,1163806,667078
633,2024-09-25,25,9,2024,3,2411830,1704515,1162515,668648
634,2024-09-26,26,9,2024,4,2437031,1690211,1161197,665552
635,2024-09-27,27,9,2024,5,2485476,1687133,1156063,663339
636,2024-09-28,28,9,2024,6,1675614,983178,584054,412981
637,2024-09-29,29,9,2024,7,1292523,717636,403312,322693
638,2024-09-30,30,9,2024,1,2307713,1700170,1138444,651538
639,2024-10-01,1,10,2024,2,2428829,1760255,1184637,677986
640,2024-10-02,2,10,2024,3,2455128,1756133,1176610,682386
641,2024-10-03,3,10,2024,4,2497658,1773306,1192149,684014
642,2024-10-04,4,10,2024,5,2535551,1762400,1207740,680690
643,2024-10-05,5,10,2024,6,1785599,985045,605112,442849
644,2024-10-06,6,10,2024,7,1323705,671683,403602,338082
645,2024-10-07,7,10,2024,1,2342871,1669430,1111279,648411
646,2024-10-08,8,10,2024,2,2457555,1758621,1171267,675736
647,2024-10-09,9,10,2024,3,2470400,1703281,1107163,660720
648,2024-10-10,10,10,2024,4,2567621,1779682,1203910,664863
649,2024-10-11,11,10,2024,5,2522637,1730082,1150133,631158
650,2024-10-12,12,10,2024,6,1549086,726955,450800,343437
651,2024-10-13,13,10,2024,7,1310908,717408,407143,332212
652,2024-10-14,14,10,2024,1,2338500,1716165,1149875,660648
653,2024-10-15,15,10,2024,2,2431619,1740290,1161565,675960
654,2024-10-16,16,10,2024,3,2470511,1722274,1147958,679455
655,2024-10-17,17,10,2024,4,2513021,1729435,1153021,675118
656,2024-10-18,18,10,2024,5,2562176,1753145,1194960,675449
657,2024-10-19,19,10,2024,6,1760823,986877,595960,400551
658,2024-10-20,20,10,2024,7,1319589,720740,400489,319273
659,2024-10-21,21,10,2024,1,2362891,1727284,1157701,650987
660,2024-10-22,22,10,2024,2,2514082,1770552,1185342,686614
661,2024-10-23,23,10,2024,3,2544807,1762092,1180346,688658
662,2024-10-24,24,10,2024,4,2517564,1768935,1182768,684527
663,2024-10-25,25,10,2024,5,2581212,1729336,1185604,673577
664,2024-10-26,26,10,2024,6,1820992,958262,568677,317112
665,2024-10-27,27,10,2024,7,1307687,686702,384978,314684
666,2024-10-28,28,10,2024,1,2477733,1178247,786395,703411
667,2024-10-29,29,10,2024,2,2480424,1594843,1062766,669011
668,2024-10-30,30,10,2024,3,2532298,1729208,1145717,684630
669,2024-10-31,31,10,2024,4,2689458,1790857,1221809,696931
670,2024-11-01,1,11,2024,5,1474201,784348,474753,332562
671,2024-11-02,2,11,2024,6,1577024,913399,536932,345129
672,2024-11-03,3,11,2024,7,1248664,671495,386020,285147
673,2024-11-04,4,11,2024,1,2347356,1683686,1120089,651535
674,2024-11-05,5,11,2024,2,2506175,1755362,1166943,686172
675,2024-11-06,6,11,2024,3,2535716,1763678,1176209,694492
676,2024-11-07,7,11,2024,4,2527541,1763605,1174300,689489
677,2024-11-08,8,11,2024,5,2568631,1733806,1177003,677762
678,2024-11-09,9,11,2024,6,1727221,891851,569128,415077
679,2024-11-10,10,11,2024,7,1293345,699472,394964,323319
680,2024-11-11,11,11,2024,1,2393150,1687001,1110350,662823
681,2024-11-12,12,11,2024,2,2484037,1745523,1143782,678622
682,2024-11-13,13,11,2024,3,2478468,1670620,1116142,664533
683,2024-11-14,14,11,2024,4,2498651,1731373,1149208,677107
684,2024-11-15,15,11,2024,5,2566905,1716985,1163878,674418
685,2024-11-16,16,11,2024,6,1756434,987861,574106,424738
686,2024-11-17,17,11,2024,7,1317871,719103,398238,337893
687,2024-11-18,18,11,2024,1,2381845,1709104,1134275,660828
688,2024-11-19,19,11,2024,2,2493263,1745488,1167608,685046
689,2024-11-20,20,11,2024,3,2537142,1769312,1164434,695628
690,2024-11-21,21,11,2024,4,2544040,1727732,1152610,681776
691,2024-11-22,22,11,2024,5,2621743,1737128,1178823,684181
692,2024-11-23,23,11,2024,6,1803141,975436,571371,432376
693,2024-11-24,24,11,2024,7,1337813,703604,398651,335599
694,2024-11-25,25,11,2024,1,2379559,1655045,1104515,650147
695,2024-11-26,26,11,2024,2,2486822,1756784,1166003,685388
696,2024-11-27,27,11,2024,3,2541525,1767299,1172433,699613
697,2024-11-28,28,11,2024,4,2724600,1473820,932444,740188
698,2024-11-29,29,11,2024,5,2783341,1516741,966439,728017
699,2024-11-30,30,11,2024,6,2021444,1070816,601815,484224
700,2024-12-01,1,12,2024,7,1471492,796282,409805,366813
701,2024-12-02,2,12,2024,1,2424877,1725463,1112090,667642
702,2024-12-03,3,12,2024,2,2524591,1781744,1146394,689888
703,2024-12-04,4,12,2024,3,2555014,1770613,1145430,698498
704,2024-12-05,5,12,2024,4,2573286,1730277,1113376,689938
705,2024-12-06,6,12,2024,5,1721489,857224,506472,429431
706,2024-12-07,7,12,2024,6,1796041,947708,537458,429679
707,2024-12-08,8,12,2024,7,1382449,690480,368389,335080
708,2024-12-09,9,12,2024,1,2373180,1637779,1051256,648870
709,2024-12-10,10,12,2024,2,2506002,1738823,1124077,682727
710,2024-12-11,11,12,2024,3,2589519,1736242,1127977,688086
711,2024-12-12,12,12,2024,4,2584060,1747974,1130089,689970
712,2024-12-13,13,12,2024,5,2700045,1745357,1141967,681892
713,2024-12-14,14,12,2024,6,2023685,1040887,588518,463214
714,2024-12-15,15,12,2024,7,1488607,749322,405069,354415
715,2024-12-16,16,12,2024,1,2432984,1704059,1090952,656516
716,2024-12-17,17,12,2024,2,2536026,1750039,1117939,678908
717,2024-12-18,18,12,2024,3,2575136,1747642,1115288,698062
718,2024-12-19,19,12,2024,4,2597292,1731398,1110593,684582
719,2024-12-20,20,12,2024,5,2609520,1716393,1094965,668542
720,2024-12-21,21,12,2024,6,1848274,1021502,586122,457318
721,2024-12-22,22,12,2024,7,1481194,764626,439096,381314
722,2024-12-23,23,12,2024,1,2043613,1363812,819379,552528
723,2024-12-24,24,12,2024,2,1192842,788166,482573,321993
724,2024-12-25,25,12,2024,3,737030,385907,200445,204511
725,2024-12-26,26,12,2024,4,1951754,1254546,768149,540221
726,2024-12-27,27,12,2024,5,2013880,1286719,783655,534964
727,2024-12-28,28,12,2024,6,1643158,930486,523048,414793
728,2024-12-29,29,12,2024,7,1363712,728759,402071,356975
729,2024-12-30,30,12,2024,1,1926975,1275042,766063,506187
730,2024-12-31,31,12,2024,2,1386731,775211,466105,325219
731,2025-01-01,1,1,2025,3,779566,361692,187661,187476
732,2025-01-02,2,1,2025,4,1884163,1228208,738927,493076
733,2025-01-03,3,1,2025,5,1967171,1273047,769731,503946
734,2025-01-04,4,1,2025,6,1554554,887162,501145,369702
735,2025-01-05,5,1,2025,7,1310346,642595,340736,301094
736,2025-01-06,6,1,2025,1,883436,491655,268595,226623
737,2025-01-07,7,1,2025,2,1922846,1316596,800390,510780
738,2025-01-08,8,1,2025,3,2241215,1640779,1016013,605914
739,2025-01-09,9,1,2025,4,2279314,1684931,1033289,613647
740,2025-01-10,10,1,2025,5,2373526,1653115,1066204,624561
741,2025-01-11,11,1,2025,6,1625601,968185,533409,394227
742,2025-01-12,12,1,2025,7,1247428,682481,364414,302917
743,2025-01-13,13,1,2025,1,2245673,1625330,1042354,612116
744,2025-01-14,14,1,2025,2,2335102,1662515,1054434,624426
745,2025-01-15,15,1,2025,3,2382711,1657880,1036738,652284
746,2025-01-16,16,1,2025,4,2417461,1648757,1034482,648674
747,2025-01-17,17,1,2025,5,2470126,1655121,1063404,655724
748,2025-01-18,18,1,2025,6,1711512,941097,519818,410626
749,2025-01-19,19,1,2025,7,1289700,682772,346140,319663
750,2025-01-20,20,1,2025,1,2269724,1554709,987101,615606
751,2025-01-21,21,1,2025,2,2403374,1598993,1000255,630582
752,2025-01-22,22,1,2025,3,2499004,1656246,1025747,535249
753,2025-01-23,23,1,2025,4,2485391,1677882,1049845,628857
754,2025-01-24,24,1,2025,5,2495007,1673825,1058406,660765
755,2025-01-25,25,1,2025,6,1752950,934296,511584,406679
756,2025-01-26,26,1,2025,7,1258843,662766,343420,313176
757,2025-01-27,27,1,2025,1,2290906,1614697,1001793,619902
758,2025-01-28,28,1,2025,2,2388789,1697370,1058768,668011
759,2025-01-29,29,1,2025,3,2416000,1642238,1044974,667315
760,2025-01-30,30,1,2025,4,2453526,1716460,1066628,682614
761,2025-01-31,31,1,2025,5,2490237,1689526,1093580,679503
762,2025-02-01,1,2,2025,6,1777499,1002609,546774,448207
763,2025-02-02,2,2,2025,7,1341826,696601,372739,349809
764,2025-02-03,3,2,2025,1,2368206,1700406,1080096,676886
765,2025-02-04,4,2,2025,2,2501905,1775848,1113396,723673
766,2025-02-05,5,2,2025,3,2515343,1760816,1119145,728279
767,2025-02-06,6,2,2025,4,2504956,1760653,1097230,713603
768,2025-02-07,7,2,2025,5,2524409,1670931,1056442,678327
769,2025-02-08,8,2,2025,6,1814764,999526,542506,452600
770,2025-02-09,9,2,2025,7,1354368,722442,374697,360803
771,2025-02-10,10,2,2025,1,2369823,1698232,1085032,692818
772,2025-02-11,11,2,2025,2,2486534,1750986,1118104,724517
773,2025-02-12,12,2,2025,3,2520137,1751388,1116346,731882
774,2025-02-13,13,2,2025,4,2542232,1769963,1128938,730913
775,2025-02-14,14,2,2025,5,2665495,1777194,1151744,735660
776,2025-02-15,15,2,2025,6,1789483,992528,543496,454663
777,2025-02-16,16,2,2025,7,1311854,726493,378997,359800
778,2025-02-17,17,2,2025,1,2385588,1694759,1082769,701439
779,2025-02-18,18,2,2025,2,2489173,1756811,1114816,730355
780,2025-02-19,19,2,2025,3,2565802,1756016,1101987,738681
781,2025-02-20,20,2,2025,4,2512651,1752077,1114588,725034
782,2025-02-21,21,2,2025,5,2561750,1739830,1121880,714378
783,2025-02-22,22,2,2025,6,1752996,981858,539788,450779
784,2025-02-23,23,2,2025,7,1376352,732600,374662,375604
785,2025-02-24,24,2,2025,1,2375503,1702193,1088834,699280
786,2025-02-25,25,2,2025,2,2478005,1753679,1116073,722886
787,2025-02-26,26,2,2025,3,2519938,1764948,1125351,727857
788,2025-02-27,27,2,2025,4,2560004,1753584,1143848,719927
789,2025-02-28,28,2,2025,5,2420195,1541562,975425,644826
790,2025-03-01,1,3,2025,6,1726380,896386,497403,379923
791,2025-03-02,2,3,2025,7,1211462,589460,324851,279107
792,2025-03-03,3,3,2025,1,2168686,1410288,869891,586911
793,2025-03-04,4,3,2025,2,2521330,1714190,1083931,705462
794,2025-03-05,5,3,2025,3,2497331,1732869,1092102,707832
795,2025-03-06,6,3,2025,4,2519188,1702024,1076057,698679
796,2025-03-07,7,3,2025,5,2528792,1650593,1062469,677845
797,2025-03-08,8,3,2025,6,1630859,835487,454066,378495
798,2025-03-09,9,3,2025,7,1266220,665668,340171,313362
799,2025-03-10,10,3,2025,1,2378873,1700290,1061625,676964
800,2025-03-11,11,3,2025,2,2453830,1704126,1059416,689967
801,2025-03-12,12,3,2025,3,2579714,1781102,1107859,718520
802,2025-03-13,13,3,2025,4,2512139,1732138,1086853,698072
803,2025-03-14,14,3,2025,5,2550569,1717277,1104484,700466
804,2025-03-15,15,3,2025,6,1736626,963675,539088,441908
805,2025-03-16,16,3,2025,7,1284534,658903,344014,319177
806,2025-03-17,17,3,2025,1,2345651,1656620,1049270,639587
807,2025-03-18,18,3,2025,2,2443828,1668461,1046548,682508
808,2025-03-19,19,3,2025,3,2491746,1778686,1092644,713230
809,2025-03-20,20,3,2025,4,2475683,1706078,1071934,699780
810,2025-03-21,21,3,2025,5,2316454,1582574,977094,626190
811,2025-03-22,22,3,2025,6,1616121,904144,484890,387566
812,2025-03-23,23,3,2025,7,1289791,712578,364029,340682
813,2025-03-24,24,3,2025,1,2368077,1702933,1076238,689471
814,2025-03-25,25,3,2025,2,2490710,1786041,1118409,726146
815,2025-03-26,26,3,2025,3,2530348,1782753,1120036,728109
816,2025-03-27,27,3,2025,4,2553947,1776339,1124645,730477
817,2025-03-28,28,3,2025,5,2603040,1757464,1129778,725615
818,2025-03-29,29,3,2025,6,1846075,1017115,572839,476311
819,2025-03-30,30,3,2025,7,1375377,727172,392432,376837
820,2025-03-31,31,3,2025,1,2393200,1725541,1084258,671220
821,2025-04-01,1,4,2025,2,2549037,1772422,1123914,723145
822,2025-04-02,2,4,2025,3,2555974,1767996,1117600,725496
823,2025-04-03,3,4,2025,4,2511893,1668358,1050866,688373
824,2025-04-04,4,4,2025,5,2586125,1707453,1094736,702017
825,2025-04-05,5,4,2025,6,1859045,1000804,560715,468057
826,2025-04-06,6,4,2025,7,1434927,735170,394400,379184
827,2025-04-07,7,4,2025,1,2447734,1761712,1103664,712217
828,2025-04-08,8,4,2025,2,2561604,1812912,1137677,746854
829,2025-04-09,9,4,2025,3,2573606,1801933,1134175,750102
830,2025-04-10,10,4,2025,4,2598628,1805969,1166020,748401
831,2025-04-11,11,4,2025,5,2256697,1438564,917615,645732
832,2025-04-12,12,4,2025,6,1539924,893103,490722,410664
833,2025-04-13,13,4,2025,7,1285849,679210,375429,341378
834,2025-04-14,14,4,2025,1,1926478,1278819,805108,561875
835,2025-04-15,15,4,2025,2,1874195,1233086,769765,543778
836,2025-04-16,16,4,2025,3,1898085,1209319,747656,538380
837,2025-04-17,17,4,2025,4,1304956,715441,394754,369414
838,2025-04-18,18,4,2025,5,1142837,612111,332134,303490
839,2025-04-19,19,4,2025,6,1293510,727549,399096,327737
840,2025-04-20,20,4,2025,7,1174471,624807,341678,318303
841,2025-04-21,21,4,2025,1,1958886,1342985,791960,561669
842,2025-04-22,22,4,2025,2,2437769,1741429,1088928,715200
843,2025-04-23,23,4,2025,3,2535393,1813740,1115545,739136
844,2025-04-24,24,4,2025,4,2599289,1794812,1131776,732909
845,2025-04-25,25,4,2025,5,2617213,1773188,1139190,719583
846,2025-04-26,26,4,2025,6,1825078,993695,552951,458627
847,2025-04-27,27,4,2025,7,1532423,665966,383544,380399
848,2025-04-28,28,4,2025,1,936489,1872537,954367,288287
849,2025-04-29,29,4,2025,2,1560733,1467848,823015,214839
850,2025-04-30,30,4,2025,3,2433393,1742364,1104009,565583
851,2025-05-01,1,5,2025,4,1287422,751708,405121,303289
852,2025-05-02,2,5,2025,5,1262384,719849,404061,293013
853,2025-05-03,3,5,2025,6,1496020,973070,510973,367110
854,2025-05-04,4,5,2025,7,1180783,692762,342438,290696
855,2025-05-05,5,5,2025,1,2297919,1686056,1039819,641628
856,2025-05-06,6,5,2025,2,2459765,1799072,1117029,697823
857,2025-05-07,7,5,2025,3,2479451,1789451,1116534,700821
858,2025-05-08,8,5,2025,4,2475159,1747997,1097546,674479
859,2025-05-09,9,5,2025,5,2549969,1781185,1119877,686963
860,2025-05-10,10,5,2025,6,1773210,1019099,534910,423892
861,2025-05-11,11,5,2025,7,1403722,754692,389667,361581
862,2025-05-12,12,5,2025,1,2342225,1733910,1080062,667086
863,2025-05-13,13,5,2025,2,2452880,1797344,1107900,693432
864,2025-05-14,14,5,2025,3,2564004,1813916,1106092,684037
865,2025-05-15,15,5,2025,4,1542083,848456,705165,417470
866,2025-05-16,16,5,2025,5,2242988,1617513,1024677,614225
867,2025-05-17,17,5,2025,6,1563055,982855,536439,413042
868,2025-05-18,18,5,2025,7,1275572,738065,378309,337762
869,2025-05-19,19,5,2025,1,2284590,1699572,1054452,650635
870,2025-05-20,20,5,2025,2,2395962,1759025,1084964,685045
871,2025-05-21,21,5,2025,3,2437764,1771896,1091480,695812
872,2025-05-22,22,5,2025,4,2438503,1752028,1077301,684416
873,2025-05-23,23,5,2025,5,2478781,1732373,1094890,683660
874,2025-05-24,24,5,2025,6,1692263,1011095,543987,435785
875,2025-05-25,25,5,2025,7,1279929,738775,382834,348241
876,2025-05-26,26,5,2025,1,2285225,1712895,1049333,653025
877,2025-05-27,27,5,2025,2,2394949,1763626,1079539,667431
878,2025-05-28,28,5,2025,3,2449784,1771730,1084400,676875
879,2025-05-29,29,5,2025,4,2437345,1772031,1064070,659928
880,2025-05-30,30,5,2025,5,2500323,1770649,1078764,659750
881,2025-05-31,31,5,2025,6,1777303,1198387,548562,429568
882,2025-06-01,1,6,2025,7,1352198,879220,394895,342467
883,2025-06-02,2,6,2025,1,2285864,1920241,1028481,637444
884,2025-06-03,3,6,2025,2,2391873,1946219,1053586,664740
885,2025-06-04,4,6,2025,3,2420497,1951608,1062215,662211
886,2025-06-05,5,6,2025,4,2412598,1944765,1059458,651429
887,2025-06-06,6,6,2025,5,2449448,1944445,1070487,685270
888,2025-06-07,7,6,2025,6,1814569,1217044,565737,479844
889,2025-06-08,8,6,2025,7,1387876,882544,398614,366002
890,2025-06-09,9,6,2025,1,2255864,1888993,998119,667373
891,2025-06-10,10,6,2025,2,2367654,1915914,1048386,694687
892,2025-06-11,11,6,2025,3,2356950,1872158,1019645,693093
893,2025-06-12,12,6,2025,4,2389946,1931772,1052454,695671
894,2025-06-13,13,6,2025,5,2404018,1904123,1032735,683944
895,2025-06-14,14,6,2025,6,1658725,1142914,546474,437406
896,2025-06-15,15,6,2025,7,1265519,851215,393122,346270
897,2025-06-16,16,6,2025,1,2233330,1847222,1010775,663681
898,2025-06-17,17,6,2025,2,2304665,1866606,1022394,679425
899,2025-06-18,18,6,2025,3,2367716,1917636,1035686,690316
900,2025-06-19,19,6,2025,4,2331111,1879093,1017770,677029
901,2025-06-20,20,6,2025,5,2353816,1858048,1025090,662850
902,2025-06-21,21,6,2025,6,1593627,1092550,526763,412118
903,2025-06-22,22,6,2025,7,1228993,821913,392434,332734
904,2025-06-23,23,6,2025,1,2122045,1700539,920648,637559
905,2025-06-24,24,6,2025,2,2173291,1723242,929238,650050
906,2025-06-25,25,6,2025,3,2261723,1778065,969922,673309
907,2025-06-26,26,6,2025,4,2257522,1764937,958835,664072
908,2025-06-27,27,6,2025,5,2191616,1676614,918967,636562
909,2025-06-28,28,6,2025,6,1546777,1052693,508837,394164
910,2025-06-29,29,6,2025,7,1194191,790664,380576,320645
911,2025-06-30,30,6,2025,1,2043903,1596474,879823,618251
912,2025-07-01,1,7,2025,2,2155551,1676129,884633,601271
913,2025-07-02,2,7,2025,3,2216584,1709152,890297,584926
914,2025-07-03,3,7,2025,4,2212068,1678687,882143,568413
915,2025-07-04,4,7,2025,5,2189983,1612134,855952,545621
916,2025-07-05,5,7,2025,6,1614319,990390,493398,351030
917,2025-07-06,6,7,2025,7,1194900,774122,370674,276623
918,2025-07-07,7,7,2025,1,2016453,1572076,859209,537402
919,2025-07-08,8,7,2025,2,2076845,1609801,877222,555697
920,2025-07-09,9,7,2025,3,2072809,1593362,867343,549065
921,2025-07-10,10,7,2025,4,2073136,1583702,863789,545329
922,2025-07-11,11,7,2025,5,2010992,1503373,835883,521317
923,2025-07-12,12,7,2025,6,1436006,952702,476997,338128
924,2025-07-13,13,7,2025,7,1121941,742952,365579,273507
925,2025-07-14,14,7,2025,1,1942999,1496788,833166,512785
926,2025-07-15,15,7,2025,2,2015797,1541896,852114,516405
927,2025-07-16,16,7,2025,3,2043334,1523229,839648,509703
928,2025-07-17,17,7,2025,4,1968835,1478144,823771,489275
929,2025-07-18,18,7,2025,5,1898688,1429289,800344,484448
930,2025-07-19,19,7,2025,6,1338110,917318,454763,297571
931,2025-07-20,20,7,2025,7,1122552,723964,351415,245123
932,2025-07-21,21,7,2025,1,1876632,1412680,793038,454577
933,2025-07-22,22,7,2025,2,1971212,1459017,808294,461520
934,2025-07-23,23,7,2025,3,1922235,1440031,795515,458834
935,2025-07-24,24,7,2025,4,1857427,1399694,778452,450102
936,2025-07-25,25,7,2025,5,1220043,833179,420079,277503
937,2025-07-26,26,7,2025,6,1184080,850327,415465,264892
938,2025-07-27,27,7,2025,7,1014047,676255,325283,224249
939,2025-07-28,28,7,2025,1,1754381,1371484,750284,431159
940,2025-07-29,29,7,2025,2,1831855,1418748,766431,443509
941,2025-07-30,30,7,2025,3,1858978,1382635,769383,440819
942,2025-07-31,31,7,2025,4,1809961,1345193,754169,450131
943,2025-08-01,1,8,2025,5,1659568,1223443,688642,428622
