,codigo,nombre,zona,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09
0,101,Plaza de Castilla,A,982844.0,997328.0,1074249.0,1028264.0,1035880.0,1001026.0,905925.0,607344.0,982711.0,1111951.0,1060111.0,1007934.0,977028,1060458,1024414,1093052,1051678,1044271,899928,668088,1009110,1045932,1063424,994698,1029158,1056067,1181713,1004156,1104122,1115663,951366,712715,1070533,1176918,1141511,1026164,1123321,1120358,1147774,1179201,1144453,1142164,1032044,735194,1095426,1274350,1195137,1090085,1188809.0,1175766.0,1265008,1138972,1187173,1188184,1114316,766984,1173850,1357483,1267597,1119132,1227029,1250746,563501,111680,215399,483380,608456,454893,636003,671963,661985,663192,544501,663009,772508,733802,773278,817904,750879,575140,889363,1000694,992145,848696,804884,920263,1099428,948967,1035750,1027000,878294,673916,1093369,1171941,1178731,1049137,1129554.0,1216394.0,1387303.0,1203115.0,1306553.0,1308380.0,1102301.0,820036.0,1265550.0,1424936.0,1422584.0,1260437.0,1307378.0,1375250.0,1299031.0,1432426.0,1352632.0,1299320.0,1193890.0,994285.0,1360534.0,1533764.0,1417404.0,1278273.0,1307735,1331229,1412782,1252087,1325641,1317338,1206549,877266,1299144
1,102,Valdeacederas,A,200599.0,204825.0,219247.0,210486.0,214752.0,207002.0,188927.0,132405.0,202454.0,231117.0,223057.0,217814.0,208010,224458,213211,224419,219605,207737,12744,0,78706,161508,189935,203906,213356,217111,241675,209286,236013,235449,199894,149299,221085,243827,241341,225665,238797,237988,246593,251229,255575,255468,204188,129361,187294,233357,241787,229695,241157.0,234990.0,252444,231999,241775,236145,214656,155829,229093,269730,260168,241936,247725,247707,112118,20662,45604,102154,127803,96168,125047,137158,135408,138303,135910,135103,156140,152672,162384,167180,150257,122102,177698,196415,201096,181894,169804,187257,223016,193500,211097,205595,178181,137373,203404,222027,225257,215410,223122.0,223395.0,245999.0,220152.0,243853.0,239021.0,195130.0,151819.0,215437.0,254485.0,245356.0,238554.0,244734.0,252450.0,246934.0,262157.0,260069.0,244763.0,217057.0,167995.0,241860.0,283055.0,267483.0,253025.0,254567,251967,275281,246902,263574,255278,227023,172968,254624
2,103,Tetuán,A,246994.0,249082.0,265117.0,254467.0,265918.0,256255.0,235950.0,166286.0,248698.0,286048.0,276058.0,266728.0,260510,278433,272187,287168,276641,261903,16136,0,102691,210415,247545,265860,268992,272830,302611,267222,295374,295645,256329,194691,284031,317416,310820,294937,308282,305067,316884,321021,316826,274919,236906,192497,291387,329791,315603,302474,313938.0,306805.0,328675,301413,310952,299132,273122,197907,291262,342544,329942,309132,315049,314621,138837,24421,56770,126963,154683,119320,160276,173058,172160,178672,171387,172558,202952,196172,206785,212930,199204,154320,228762,259468,264075,244809,225130,245928,288994,258195,276023,267065,235058,183252,272781,298247,294651,283843,290262.0,294216.0,328687.0,294211.0,320425.0,314052.0,262444.0,199005.0,281215.0,326583.0,320750.0,305786.0,312374.0,323458.0,320807.0,344469.0,338658.0,322246.0,288831.0,219270.0,314778.0,359873.0,342578.0,325551.0,323903,321676,352715,320057,339147,331125,291227,222999,324467
3,104,Estrecho,A,345734.0,343588.0,366077.0,349846.0,362671.0,348447.0,315850.0,220400.0,339915.0,401433.0,388476.0,377630.0,363010,387238,377315,397951,382736,365180,21813,0,128871,263354,318961,349410,361714,373394,415453,362969,403414,402122,345254,263446,387938,430491,427485,405455,426795,428272,438848,453194,454754,439333,404909,279938,397407,470253,453082,425942,440145.0,431795.0,468014,431439,450008,428991,390020,279382,415213,486271,468263,435206,444714,444345,199226,35386,75261,175823,222187,176421,230323,248745,249962,254736,238707,247863,285423,275308,295902,303873,271778,211556,317355,358593,364770,329547,307066,337408,396063,354255,382478,368440,317488,247220,380437,416229,417706,402126,412547.0,417930.0,464020.0,410553.0,449193.0,436191.0,343407.0,258856.0,387259.0,455615.0,454156.0,426279.0,433787.0,451066.0,441052.0,473143.0,466350.0,443864.0,392382.0,289144.0,434923.0,498198.0,473900.0,449884.0,450229,451408,493899,437368,471204,463197,407434,301194,457927
4,105,Alvarado,A,144302.0,142742.0,152046.0,146291.0,153679.0,147430.0,136095.0,98371.0,143906.0,165968.0,160541.0,161672.0,154104,161075,153480,160504,158491,147434,9407,0,39995,85186,124555,150949,151749,155926,171880,154131,168814,165674,139731,107294,153726,170693,170408,169724,172216,169953,178779,180140,181478,176036,158533,113886,156767,184835,180642,178407,180102.0,176131.0,188525,173909,181023,174629,159554,117788,165558,195710,190542,186128,181959,179746,80713,12683,32277,77237,95063,77034,95066,105095,102263,111861,102133,108801,129510,126368,135872,139114,125527,101063,140154,158789,162759,154365,135955,146818,172979,156980,164424,159124,141565,114482,163682,177542,176824,178932,176883.0,176798.0,198171.0,180046.0,196250.0,189631.0,148897.0,114544.0,161620.0,190665.0,194525.0,192938.0,186233.0,191604.0,192943.0,199669.0,198581.0,192476.0,172172.0,137702.0,186727.0,212463.0,205108.0,203053.0,196198,191542,211058,188645,201768,204866,184625,148997,206295
5,106,Cuatro Caminos,A,499747.0,505680.0,538766.0,523035.0,535549.0,509991.0,459409.0,323302.0,505167.0,592175.0,564492.0,558641.0,516267,558594,540573,576903,556973,532782,659477,532285,688259,686900,649370,591743,565447,587645,641941,553255,621203,595596,495190,371413,605040,650433,637512,597220,602636,605678,617464,626230,625571,596299,510990,370798,566602,674510,647179,612131,614662.0,610624.0,652919,579823,611921,606863,537288,387610,622096,707372,675057,622629,632154,658447,287191,48870,105016,235186,293269,229195,306287,339132,338245,348498,300434,319581,361627,347598,371715,378126,333085,255291,409469,477312,480817,430329,390958,447925,524503,459529,500127,480826,403014,294024,496689,566426,565853,549712,543996.0,569029.0,633635.0,556123.0,603783.0,587908.0,497171.0,374514.0,570161.0,650398.0,644316.0,612660.0,590460.0,641273.0,620393.0,668327.0,645883.0,608284.0,533395.0,398416.0,615949.0,712974.0,679792.0,642384.0,623071,641694,686827,605898,646829,593657,513308,379082,596949
6,107,Ríos Rosas,A,181220.0,183650.0,184852.0,171946.0,172740.0,163705.0,142613.0,83199.0,168152.0,200380.0,191056.0,175408.0,166676,192367,178179,191956,181942,168946,9343,0,0,0,96371,154047,160658,174382,192909,157246,181439,181230,142523,92579,176807,206177,205122,176639,193587,203472,207451,211654,207395,199232,167459,97586,186100,230653,217684,189302,210358.0,221840.0,234090,208880,213342,205646,175863,107966,203264,251069,236404,198894,216997,219657,91526,11435,22688,56892,74287,51353,84481,97746,98098,94736,89486,98780,112993,110954,115404,119727,104406,72070,142403,168793,178356,141154,131432,158671,196034,158813,170698,162045,127051,88926,175309,195371,196433,180279,189798.0,202008.0,220038.0,175988.0,198472.0,187218.0,123112.0,86268.0,162966.0,209467.0,210472.0,179782.0,194940.0,212881.0,195740.0,214823.0,198747.0,186494.0,154412.0,99753.0,197377.0,241185.0,222945.0,191881.0,207035,216368,232662,190132,210403,203959,168169,106280,213758
7,108,Iglesia,A,262562.0,262750.0,277164.0,263736.0,268022.0,255951.0,219962.0,131630.0,241502.0,289677.0,278055.0,264225.0,263733,288557,274748,299799,290060,268695,14037,0,0,0,152428,244377,257664,268372,299835,252204,293414,287908,245743,158761,264663,308141,307725,276248,305476,305508,307339,317930,316461,307138,255096,146943,269204,337243,326527,288281,326652.0,317751.0,335662,305814,320881,306612,261258,163583,293701,368516,358478,309315,329133,327479,139322,23559,47039,106790,126983,88288,139793,156312,154293,154479,140853,157007,177514,174939,180086,188295,157853,109822,203594,237049,247897,210333,198704,227477,277065,231579,249271,243218,191523,133571,247953,277853,284877,263366,275284.0,285783.0,311983.0,265240.0,300000.0,281386.0,181559.0,126571.0,222997.0,295138.0,301819.0,272478.0,296750.0,311102.0,289469.0,318900.0,302642.0,283767.0,238589.0,160279.0,282303.0,335317.0,317454.0,283843.0,299626,301106,322546,280153,297219,285164,235917,154888,285263
8,109,Bilbao,A,402139.0,396524.0,414743.0,398691.0,397870.0,380119.0,326481.0,211405.0,362172.0,425208.0,414977.0,400958.0,394593,411729,394510,421607,399141,384980,179470,112649,197652,224544,325820,390179,400304,411784,441252,371099,406536,398209,341303,232826,378978,431315,427877,401232,420681,421263,431081,429457,414333,396562,343261,222009,367000,443973,434891,406452,444973.0,440754.0,464917,420720,426611,390607,297840,131379,212893,387773,390738,359774,326266,290821,133944,17915,42846,114311,146085,104020,160648,179785,177088,185520,171128,185759,213524,208331,217665,226805,198728,142792,253173,298933,307431,273207,254924,289190,345479,300822,314031,309313,251206,179703,313313,358530,361090,351760,366561.0,368589.0,403275.0,346951.0,376964.0,356196.0,251715.0,173715.0,295575.0,387423.0,393344.0,378518.0,385357.0,407941.0,388915.0,410356.0,389697.0,374576.0,324563.0,225340.0,372015.0,434705.0,420805.0,382180.0,392132,400307,431210,371326,390164,373843,326729,228386,386134
9,110,Tribunal,A,360630.0,360511.0,379415.0,364519.0,377891.0,360526.0,318371.0,215167.0,355317.0,433955.0,411575.0,405432.0,377983,394328,387908,415865,396495,374659,232037,165426,277745,306526,380105,430955,410638,398207,429199,398798,428607,424166,387738,278966,414262,482819,469226,461045,458811,456895,477065,486073,468592,444864,394386,278759,469312,556375,538403,537426,543799.0,531285.0,571394,508995,539244,522044,457972,332959,536697,596289,577949,544199,564902,577964,216292,22979,53742,149346,197376,148885,218122,251784,236888,266812,228838,253010,295554,285115,301331,315617,266207,193464,329302,390247,386254,342304,319649,352332,403718,361021,370587,363140,318760,230837,388898,451839,447736,442318,449108.0,461593.0,507464.0,450959.0,465553.0,443344.0,317483.0,228905.0,378645.0,482806.0,494120.0,485862.0,471826.0,487510.0,488299.0,503775.0,486288.0,452115.0,400752.0,292380.0,463495.0,550828.0,535822.0,512246.0,500798,490138,536752,471243,482324,448096,385874,288441,462819
10,111,Gran Vía,A,472377.0,415272.0,453674.0,439180.0,447346.0,416193.0,408178.0,313139.0,425098.0,564494.0,573086.0,629936.0,544752,507780,519840,526803,517920,498979,296568,216694,288871,338473,447809,663535,563660,514271,553510,552056,557589,603194,412266,309616,526288,606138,588028,687304,590676,547243,611281,596123,585249,574875,567195,274979,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173613,271760,371943,462450,479782,503743,393893,405482,473848,491974,506804,497811,503382,405455,552698,635008,635299,770379,630109.0,579062.0,643220.0,639906.0,625839.0,627626.0,510149.0,397238.0,524537.0,688127.0,712227.0,783297.0,653118.0,640847.0,692978.0,676693.0,702307.0,672942.0,667777.0,518681.0,659210.0,772074.0,759601.0,835332.0,701548,641144,713784,719946,689317,677112,679233,517603,647809
11,112,Sol,A,1762789.0,1595687.0,1715960.0,1691749.0,1725592.0,1595222.0,1503055.0,1166595.0,1624909.0,1906913.0,1824682.0,2072203.0,1789018,1731773,1736207,1810170,1832460,1669367,1434552,1157882,1606196,1804863,1839385,2264505,1846532,1761618,1918843,1816842,1878156,1759432,1709214,1409169,1789125,1965517,1927933,2154391,1920337,1821272,1965969,1959695,2009055,1901463,1767226,1275793,1964416,2278149,2320683,2536405,2214386.0,1876554.0,2004813,1822923,1786767,1992721,1920247,1525369,2023275,2338567,2359365,2511952,2197946,2092361,807477,78378,195406,633039,855503,680383,821947,956168,847615,1057624,891325,902717,1051168,987830,1147533,1218901,1138378,918402,1291638,1529675,1569248,1481992,1272929,1344456,1529760,1510207,1535758,1449976,1345059,1124643,1535847,1725025,1675101,1597993,1657862.0,1504219.0,1638779.0,1631241.0,1638512.0,1642852.0,1487715.0,1198234.0,1582452.0,1835442.0,1788978.0,1741953.0,1773167.0,1767256.0,1787634.0,1845675.0,1896368.0,1775373.0,1592863.0,1392326.0,1774378.0,2100379.0,2003239.0,1990352.0,1846473,1762079,1896367,1670202,1836637,1766281,1562924,1306313,1830868
12,113,Tirso de Molina,A,250253.0,245496.0,267050.0,258367.0,270582.0,254762.0,225660.0,170327.0,246296.0,288786.0,276135.0,274792.0,260283,275175,274938,288425,285240,259858,15478,0,0,0,140475,261273,253248,258149,294271,276137,292783,293395,333869,283292,294181,324330,316083,319006,310204,317741,341914,343906,344523,323296,290880,211865,305929,370062,360972,357406,348906.0,350917.0,385179,347935,361741,343762,301239,236654,323372,386789,368296,353138,344823,347688,145849,22531,48351,112066,142691,111969,149680,174083,167283,187695,159253,176184,208733,206438,219267,218740,191530,152677,237372,282187,287972,268494,239816,263736,305030,279028,296341,281037,238084,194242,284009,332940,332087,346714,327059.0,340012.0,379237.0,348366.0,362588.0,268734.0,0.0,0.0,23406.0,303699.0,330586.0,355648.0,328448.0,349918.0,371594.0,368712.0,374446.0,347595.0,304237.0,250626.0,337573.0,418658.0,402071.0,408136.0,375817,363536,395500,373997,383344,374470,348635,285034,361212
13,114,Antón Martín,A,207848.0,206885.0,217035.0,215021.0,212605.0,204945.0,187923.0,132130.0,203150.0,242180.0,229890.0,228425.0,216939,232254,228009,241560,228425,213017,13519,0,0,0,123287,224636,218628,224062,244072,224941,239034,241461,196931,148225,225068,245567,238486,238241,242279,249673,275444,267964,258824,246086,213290,148209,213456,260794,253994,245066,254821.0,249456.0,273085,254196,251621,249032,221630,159147,230672,278123,268034,251127,251617,250092,102801,14379,28314,71754,96205,76212,98673,119374,112161,125498,117285,119333,138680,134974,140948,147626,131865,107765,166073,198854,206930,191208,171513,187619,224062,205287,206271,203332,182971,132818,202697,235649,239242,246328,236556.0,243091.0,266980.0,242607.0,251250.0,188686.0,0.0,0.0,17686.0,220929.0,236940.0,247711.0,235645.0,250060.0,259326.0,260361.0,255452.0,238311.0,214368.0,163101.0,231425.0,274460.0,261883.0,259442.0,251650,251679,285559,258829,264289,244326,215326,163646,227790
14,115,Estación del Arte,A,188348.0,184668.0,209998.0,209204.0,213603.0,194780.0,185151.0,136863.0,194475.0,233337.0,211551.0,216404.0,199123,205824,215846,229041,218265,202292,19061,0,0,0,107418,209111,190889,201486,225038,236816,234964,230083,212561,165141,211856,246293,221121,224847,205740,223909,251124,253011,244611,225269,220820,171697,217079,249974,237308,230779,219371.0,224514.0,265060,248096,238029,228203,217005,163658,219770,246778,239118,247538,215563,219936,80806,6788,18150,58159,78726,63739,77413,89156,81630,96783,79503,85602,102006,99168,112237,119351,115619,100353,146747,178098,179735,171299,140878,156562,190006,192626,192802,187110,169034,138932,189179,226571,218937,230834,211302.0,209339.0,236557.0,236008.0,229519.0,174033.0,0.0,0.0,27671.0,412454.0,448123.0,272546.0,226316.0,242639.0,260033.0,264995.0,271686.0,245320.0,232914.0,175716.0,224320.0,253206.0,242468.0,238457.0,216223,218320,247921,242159,242170,241587,232059,177516,221446
15,116,Atocha-Renfe,A,583814.0,613931.0,673687.0,668308.0,687493.0,666695.0,615118.0,472729.0,649097.0,753024.0,705705.0,707924.0,654864,700180,700494,720991,731492,673279,42864,0,0,178227,566001,654449,648969,652698,730815,680183,738359,754125,674148,657868,716274,773740,738429,732485,726502,725960,768600,791720,790185,761188,715321,541494,720325,815943,779822,738399,766899.0,760982.0,831446,769631,792419,818609,732408,555124,771258,884308,826353,780005,783549,785612,347161,64434,125191,281780,364682,303984,348814,358965,343025,376351,358328,354786,420437,400451,444384,477512,479713,405020,529385,595617,615317,589499,506066,548082,661461,618744,653567,644172,593104,518154,686927,730091,734870,792550,728320.0,778592.0,872052.0,805754.0,843677.0,641890.0,0.0,0.0,0.0,0.0,0.0,615135.0,630950.0,677458.0,715060.0,743372.0,758759.0,723796.0,708292.0,591820.0,739186.0,838153.0,798311.0,817559.0,762500,753566,823259,788271,811346,855749,888256,890708,893809
16,117,Menéndez Pelayo,A,175947.0,177942.0,183008.0,175844.0,178014.0,169340.0,144055.0,92956.0,161808.0,196357.0,189154.0,180881.0,175101,188442,178259,191794,180399,168181,9665,0,0,27895,134081,170077,172689,175521,192628,162725,186791,183478,140902,94901,164848,196379,198115,182309,192949,193918,196324,203204,203583,193337,158438,102425,175076,216358,206223,190388,202040.0,199417.0,209925,189454,199382,193081,160614,105653,181984,222065,216627,196458,205020,206781,83477,11784,24187,63200,81009,59149,86262,100821,100619,99229,95323,99537,113976,111706,119135,123649,107950,77775,136179,157745,162931,139254,131020,146262,174770,149525,161815,153301,121767,88113,156678,171856,174488,161540,170116.0,160442.0,166279.0,139693.0,155063.0,114504.0,0.0,0.0,14757.0,156364.0,173428.0,169321.0,175724.0,187357.0,177157.0,195659.0,192622.0,178052.0,147918.0,105136.0,173729.0,211791.0,200287.0,189633.0,187807,186402,202943,176162,190149,185933,153870,110177,199564
17,118,Pacífico,A,338393.0,353641.0,374348.0,357792.0,363813.0,353328.0,308699.0,208291.0,334244.0,389362.0,375305.0,368700.0,351469,374857,361350,386113,374651,367873,464014,383230,560770,542820,403065,391904,390060,391573,429431,365431,406157,403424,333244,251473,383702,429976,423554,396365,415544,411144,422545,437991,438142,424191,366505,270717,393899,467892,451485,420375,446553.0,441134.0,473701,425448,451710,442656,400105,287259,433360,501443,476826,436687,463820,465402,207296,42193,82132,178564,217367,170457,223633,241951,239057,245884,233022,242638,278349,268434,282036,297155,439738,202829,312671,358731,358755,330179,308221,340408,405650,345648,373486,366889,307809,219351,364089,396173,410360,392295,404382.0,413516.0,462418.0,402906.0,444611.0,523183.0,720589.0,579972.0,768166.0,510139.0,473610.0,451403.0,458866.0,478095.0,452087.0,498557.0,487411.0,463623.0,412830.0,314284.0,459455.0,534786.0,499056.0,482309.0,480523,478161,506711,446446,467577,379484,345369,253627,368269
18,119,Puente de Vallecas,A,267822.0,261733.0,285241.0,275528.0,288038.0,277132.0,254163.0,194110.0,265248.0,301787.0,292208.0,298185.0,278246,286006,285274,297157,293536,276707,18221,0,0,71185,234027,268026,277834,277905,312544,288013,314906,313333,284085,235533,304153,332758,326270,322433,319966,311975,334546,340115,349720,342437,316115,250259,317932,361948,353349,353901,352736.0,341574.0,374021,346646,363383,356155,333685,264695,336269,387079,374976,369048,366632,362386,172765,39610,84199,174240,214159,177605,186198,212779,202303,226436,216767,214127,246605,238164,257231,265317,243595,209454,269716,308228,309441,296168,275767,289434,338537,310798,333976,321778,294160,250687,330640,361723,361504,364208,363934.0,355353.0,403592.0,364636.0,386884.0,292799.0,0.0,0.0,29039.0,313688.0,345475.0,366968.0,363867.0,368929.0,374095.0,393612.0,398441.0,375516.0,356272.0,299259.0,371881.0,415446.0,402364.0,397959.0,386882,378246,410987,379446,407073,390217,371652,307437,387983
19,120,Nueva Numancia,A,257801.0,249995.0,270059.0,262451.0,271707.0,260803.0,244891.0,188563.0,263937.0,301239.0,283823.0,294563.0,276929,288552,298911,319334,311270,282858,17795,0,0,82376,262803,296722,292538,281444,312926,286313,312212,306142,277757,224876,293854,330094,318800,317919,318899,309549,328494,333337,343228,333618,305939,244760,313043,362610,352756,357037,355158.0,342439.0,374099,343691,360925,355486,332914,263050,342070,390202,375810,376792,370355,367361,177108,43287,91994,186092,224068,186651,205449,224060,219902,237952,229537,224392,258325,250412,268398,273747,248542,213542,277941,313065,312872,303267,280899,295732,337183,315189,337946,328039,300075,249217,335387,368672,371061,377336,374529.0,365645.0,410814.0,378352.0,405678.0,306709.0,0.0,0.0,65897.0,534610.0,384803.0,406049.0,400610.0,403039.0,407889.0,427942.0,437917.0,413922.0,390373.0,325601.0,409010.0,459994.0,446452.0,450967.0,426989,421404,454261,421479,452700,427017,403843,335475,420110
20,121,Portazgo,A,179607.0,172334.0,180840.0,172657.0,174874.0,165195.0,148990.0,110772.0,165263.0,185890.0,177624.0,199020.0,172313,174338,171607,180658,172190,158264,9743,0,0,46389,149491,193121,168303,164969,183276,162854,179618,175350,156181,120874,171754,191782,186453,205780,189721,184215,191813,200411,202473,189343,173262,133832,179076,206932,204431,217823,205906.0,197098.0,212774,196450,202128,201943,186533,141568,195695,225079,217132,230177,219024,213210,99033,22033,48694,103684,124877,98559,114964,127277,125513,132614,135659,131512,153404,145885,154236,158294,137533,117974,165610,192600,188519,186315,168848,181491,202581,188604,207531,196184,175423,143289,197514,222349,221302,228380,225098.0,222294.0,251427.0,234032.0,243482.0,176240.0,0.0,0.0,0.0,110029.0,212862.0,238289.0,221952.0,231380.0,230312.0,247802.0,253938.0,227763.0,212938.0,173707.0,231357.0,253330.0,249047.0,267244.0,243302,240743,254889,235864,257694,236195,227215,186941,239140
21,122,Buenos Aires,A,116683.0,110002.0,119267.0,114000.0,123831.0,117460.0,105212.0,75528.0,112533.0,127856.0,121981.0,131439.0,119008,121620,119701,123498,119592,110336,7032,0,0,31512,105818,133328,121930,116101,130868,116222,127111,125021,107272,87791,125514,137059,138013,141354,136322,129414,135210,138745,138095,134956,123024,94069,131104,150490,147553,154789,146456.0,140066.0,153151,139503,148557,147279,132674,101549,142244,164874,160247,165666,156204,152873,71288,16084,33372,72978,86200,69547,84111,91264,89031,95809,100992,91072,105241,100394,106370,109467,97263,81457,113845,129214,130810,124735,115505,121384,138314,128215,138793,135556,116719,96987,140209,152721,152855,152405,154566.0,149625.0,168507.0,152634.0,161113.0,120844.0,0.0,0.0,0.0,78224.0,151633.0,162778.0,158444.0,159653.0,157887.0,169592.0,169601.0,160469.0,146017.0,119733.0,160680.0,183132.0,177499.0,179589.0,170110,168262,180118,166383,178266,171310,155547,127847,175969
22,123,Alto del Arenal,A,138079.0,134236.0,143902.0,140861.0,143633.0,140096.0,128136.0,97639.0,136906.0,150193.0,146739.0,154083.0,143316,142451,145926,150456,148423,139201,8818,0,62173,115204,142331,160891,153824,147696,164425,147968,163713,157464,139518,117031,155223,173129,167766,168702,167787,159071,169181,169779,172617,166580,152713,123312,157124,180920,175434,178424,174338.0,164942.0,179692,166635,175985,170344,158259,127125,163894,187363,182543,183451,179284,176661,87097,23874,45266,90421,108661,89820,101353,111238,108952,116463,120474,110723,126344,124127,131579,134756,120721,102437,135568,151612,154083,149644,137139,143532,166269,153602,164674,159472,142948,120538,162776,176828,177484,179528,179447.0,173470.0,194049.0,176295.0,190617.0,145229.0,0.0,0.0,0.0,98104.0,179936.0,188894.0,187598.0,187356.0,187368.0,199494.0,202287.0,193175.0,176679.0,150025.0,191848.0,217732.0,213318.0,213602.0,207765,204406,218740,200264,217478,205098,187560,157470,201234
23,124,Miguel Hernández,A,166387.0,163672.0,171105.0,167390.0,171640.0,165232.0,153173.0,111271.0,169279.0,185355.0,178199.0,174736.0,162013,171334,168446,172847,168276,155701,9834,0,31851,82535,149298,172426,166365,163307,181126,160695,181558,179029,155434,127083,170015,193175,187341,187262,188780,182156,191805,195781,199146,191178,173477,137845,179730,205625,199828,198736,199567.0,192983.0,207253,191417,203633,198318,183439,144270,191139,220910,214763,209437,210017,206695,100559,26601,51420,100671,117060,95981,111133,120195,120636,125513,130552,120547,139517,135567,144181,149114,132058,111341,150928,168137,171275,164060,151967,161457,185895,169952,183642,179889,158609,130919,182015,198009,200052,199030,202435.0,197667.0,222067.0,198673.0,213211.0,161435.0,0.0,0.0,0.0,109599.0,199122.0,207124.0,206305.0,209318.0,206875.0,221778.0,224248.0,212716.0,196550.0,162263.0,214372.0,244111.0,235065.0,233997.0,227852,226355,242522,222933,237284,225735,206557,170134,223101
24,125,Sierra de Guadalupe,A,160700.0,162513.0,173741.0,167064.0,168021.0,163637.0,150260.0,110456.0,169991.0,187372.0,181420.0,173655.0,166053,179022,176817,183057,179771,172079,176587,137162,186329,193202,190409,192702,198103,181459,206169,179036,201036,200280,176200,140933,200344,221029,218998,194846,210275,207118,212070,215582,217352,208766,189407,149529,207471,241440,230166,214929,225421.0,224931.0,238634,214431,220526,207041,189386,144328,208582,242325,233450,221544,228282,231647,114675,32105,52827,102758,123368,100813,120008,132307,130739,132670,142033,134586,150975,147802,154196,160899,146314,120628,175809,193701,198595,181538,166641,183706,217227,188994,207207,201723,175679,154696,218747,236550,241105,227426,233524.0,241082.0,269355.0,233469.0,250293.0,189701.0,0.0,0.0,0.0,141690.0,262549.0,247678.0,250870.0,260594.0,250476.0,272966.0,274394.0,250686.0,231784.0,190567.0,257407.0,300304.0,285130.0,280550.0,275783,288271,306901,276344,293723,280429,270303,218074,304098
25,126,Villa de Vallecas,A,117897.0,114067.0,124125.0,121049.0,124832.0,121571.0,110631.0,85372.0,119470.0,133027.0,128788.0,130944.0,123882,125881,122865,128270,131195,120242,36650,25089,43639,65993,106005,116843,125192,120910,134670,121690,134817,132536,111088,93350,131865,140730,138653,135619,138941,133650,139083,144215,149068,143613,126874,98950,145229,157417,151948,152954,154036.0,147975.0,159791,144862,153304,156357,146001,113589,156024,180697,173263,167104,165114,162363,78129,20693,38669,78706,94135,76972,88478,99806,98205,104026,108019,101884,116948,108815,120801,124031,107256,95649,124925,144914,144060,136194,127797,135882,157615,145119,157072,152504,130775,107523,150440,163492,165476,165419,169448.0,165145.0,186407.0,168235.0,180610.0,136369.0,0.0,0.0,0.0,94117.0,171968.0,181478.0,183519.0,186994.0,181544.0,196326.0,205824.0,186590.0,164676.0,141044.0,191073.0,215865.0,210108.0,206830.0,204460,204488,218268,201125,214399,199678,181347,145931,202777
26,127,Congosto,A,101569.0,98661.0,107503.0,105260.0,109135.0,106240.0,93451.0,67880.0,102130.0,117470.0,113728.0,113649.0,105294,108331,107851,113121,111576,106519,62732,46742,75056,91272,107639,114638,110904,108469,121732,103454,117032,114339,96872,73389,109431,122688,118079,114142,117596,112799,115684,119039,122144,118513,102231,76311,113285,131755,126456,120966,125412.0,122456.0,132376,119197,127600,123686,111451,79806,121834,142508,134243,127611,132633,131739,63640,16298,29084,58560,69438,52718,69256,76973,77350,79084,78935,76584,88429,84175,90613,94143,82113,65557,99691,109807,112068,105472,98860,104559,122628,107841,117517,115726,97162,78898,121201,130761,130711,125128,129567.0,126183.0,142405.0,125476.0,137346.0,102942.0,0.0,0.0,0.0,67029.0,125217.0,123566.0,129046.0,131732.0,128254.0,140258.0,140193.0,131700.0,114546.0,91410.0,131532.0,151781.0,146232.0,141364.0,141894,144333,151593,138143,148849,141181,124431,100143,148311
